,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
784,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,0.8,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,10.0,0,,11077.0,0.0,0.0,
785,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,0.87,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,6.0,0,,11077.0,0.0,0.0,
786,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,0.66,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,6.0,0,,11077.0,0.0,0.0,
787,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,1.1,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,6.0,0,,11095.0,0.0,0.0,"0.92,0.48"
788,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,1.1,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,21077.0,0.0,0.0,
789,44.0,5.0,第2节,第2节,142.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,142.5,2.0,0.83,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,21077.0,0.0,0.0,
790,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,0.83,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,21077.0,0.0,0.0,
791,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,0.71,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,21077.0,0.0,0.0,
792,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,1083.0,0.0,0.0,
793,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,1.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,1083.0,0.0,0.0,
794,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,5.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,1083.0,0.0,0.0,
795,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,0.0,GD,0.0,0,,1083.0,0.0,0.0,
796,44.0,5.0,第2节,第2节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
797,44.0,5.0,第2节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
798,44.0,5.0,第2节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
799,44.0,5.0,第2节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
800,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
801,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
802,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
803,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
804,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
805,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
806,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
807,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
808,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
809,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
810,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
811,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
812,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
813,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
814,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
815,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
816,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
817,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
818,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,2.0,1.0,1.0,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,10.0,GD,0.0,0,,1083.0,0.0,0.0,
819,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,1.0,,0.0,4.0,10.0,3.0,4.0,0.0,60.0,35.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,1089.0,0.0,0.0,
820,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,1.0,,0.0,4.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,11077.0,0.0,0.0,
821,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,1.0,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,11075.0,0.0,0.0,"0.73,0.25"
822,44.0,5.0,第3节,第3节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,3.0,0.8,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,21077.0,0.0,0.0,
823,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,3.0,0.87,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,21077.0,0.0,0.0,
824,44.0,5.0,第3节,第3节,144.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,144.5,3.0,0.87,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,35.0,1.0,1,9.0,GD,40.0,0,,21077.0,0.0,0.0,
825,44.0,5.0,第3节,第3节,144.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,144.5,3.0,0.87,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,38.0,1.0,1,9.0,GD,40.0,0,,21077.0,0.0,0.0,
826,44.0,5.0,第3节,第3节,144.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,144.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,38.0,1.0,1,9.0,GD,40.0,0,,21077.0,0.0,0.0,
827,44.0,5.0,第3节,第3节,144.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,144.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21077.0,0.0,0.0,
828,44.0,5.0,第3节,第3节,144.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,144.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21077.0,0.0,0.0,
829,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,0.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21077.0,0.0,0.0,
830,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,11086.0,0.0,0.0,
831,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.47,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21077.0,0.0,0.0,
832,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,
833,44.0,5.0,第3节,第3节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,3.0,0.8,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,
834,44.0,5.0,第3节,第3节,2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,2.5,3.0,0.87,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,
835,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.87,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,
836,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,
837,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21080.0,0.0,0.0,"0.21,0.50"
838,44.0,5.0,第3节,第3节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,3.0,0.83,2:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,"0.21,0.50"
839,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,3.0,0.83,2:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,"0.21,0.50"
840,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,3.0,0.47,2:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21078.0,0.0,0.0,"0.21,0.50"
841,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,2:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,44.0,0,,21080.0,0.0,0.0,"0.21,0.50"
842,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,43.0,0,,11077.0,0.0,0.0,
843,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.77,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,43.0,0,,11077.0,0.0,0.0,
844,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.91,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,43.0,0,,11077.0,0.0,0.0,
845,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,43.0,0,,11077.0,0.0,0.0,
846,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,40.0,0,,11077.0,0.0,0.0,
847,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,40.0,0,,11077.0,0.0,0.0,
848,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11077.0,0.0,0.0,
849,44.0,5.0,第3节,第3节,139.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,139.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11077.0,0.0,0.0,
850,44.0,5.0,第3节,第3节,139.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,139.5,3.0,0.0,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,21086.0,0.0,0.0,
851,44.0,5.0,第3节,第3节,-4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-4.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11077.0,0.0,0.0,
852,44.0,5.0,第3节,第3节,4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,4.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11077.0,0.0,0.0,
853,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.83,,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11077.0,0.0,0.0,
854,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,1.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
855,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
856,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
857,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
858,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
859,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,3.0,4.0,1.0,60.0,38.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,
860,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,1:2,0.0,5.0,10.0,4.0,4.0,1.0,66.7,39.0,39.0,38.0,0.0,1,8.0,GD,27.0,0,,11079.0,0.0,0.0,"0.80,0.50"
861,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,2:2,0.0,5.0,10.0,4.0,4.0,1.0,66.7,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,"0.80,0.50"
862,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.8,2:2,0.0,5.0,10.0,4.0,4.0,1.0,66.7,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,"0.80,0.50"
863,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.87,2:2,0.0,5.0,10.0,4.0,4.0,1.0,66.7,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,"0.80,0.50"
864,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.0,2:2,0.0,5.0,10.0,4.0,4.0,1.0,66.7,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,11078.0,0.0,0.0,"0.80,0.50"
865,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.0,2:2,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,11080.0,0.0,0.0,"0.80,0.50"
866,44.0,5.0,第3节,第3节,141.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,141.5,3.0,0.87,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
867,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.8,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
868,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,0.0,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
869,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
870,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
871,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
872,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
873,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,27.0,0,,21077.0,0.0,0.0,
874,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,1.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
875,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
876,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
877,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
878,44.0,5.0,第3节,第3节,140.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,140.5,3.0,1.75,,0.0,5.0,10.0,4.0,4.0,1.0,57.1,39.0,39.0,39.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
