,AM,AS,CB,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
298,,,ASCACNGUHKMOMPPRTWUSVI,,,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,1.0,,,4.0,8.0,,1.0,,5.0,3.0,3.0,,100.0,15.0,23.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721035806.0,11077.0,,0.0,0.0
299,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,1.0,,,4.0,8.0,,1.0,,5.0,3.0,3.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721035807.0,11077.0,,0.0,0.0
300,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,3.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721035807.0,1082.0,,0.0,0.0
301,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721040102.0,1082.0,,0.0,0.0
302,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721040102.0,1082.0,,0.0,0.0
303,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180721040103.0,1082.0,,0.0,0.0
304,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,^,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180721040103.0,01088^11077,,0.0,0.0
305,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,^,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,54.0,1.0,20180721040108.0,01088^11077,,0.0,0.0
306,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,54.0,1.0,20180721040108.0,21077.0,,0.0,0.0
307,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,57.0,1.0,20180721040114.0,21077.0,,0.0,0.0
308,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,150.5,0.87,151.5,0.83,150.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,57.0,1.0,20180721040114.0,21077.0,,0.0,0.0
309,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,150.5,0.87,150.5,0.8,150.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,48.0,1.0,20180721040123.0,21077.0,,0.0,0.0
310,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,150.5,0.83,150.5,0.8,150.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,48.0,1.0,20180721040123.0,21077.0,,0.0,0.0
311,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,150.5,0.83,150.5,0.83,150.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180721040131.0,21077.0,,0.0,0.0
312,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,148.5,0.87,150.5,0.83,148.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180721040131.0,21077.0,,0.0,0.0
313,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,148.5,0.87,148.5,0.8,148.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180721040132.0,21077.0,,0.0,0.0
314,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,148.5,0.83,148.5,0.8,148.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180721040132.0,11077.0,,0.0,0.0
315,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,148.5,0.83,148.5,0.83,148.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,15.0,23.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180721040141.0,11077.0,,0.0,0.0
316,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.87,148.5,0.83,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180721040141.0,11077.0,,0.0,0.0
317,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.87,151.5,0.8,151.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,14.0,1.0,20180721040141.0,11077.0,,0.0,0.0
318,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-13.5,0.83,13.5,0.8,151.5,0.87,151.5,0.8,-13.5,2.0,9449746.0,,0.0,,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,14.0,1.0,20180721040141.0,11077.0,,0.0,0.0
319,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-13.5,0.83,13.5,0.83,151.5,0.87,151.5,0.8,13.5,2.0,9449746.0,^,0.0,3.0,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,14.0,1.0,20180721040141.0,11075^21077,,0.0,0.0
320,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-13.5,0.83,13.5,0.83,151.5,0.83,151.5,0.83,13.5,2.0,9449746.0,,0.0,3.0,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,6.0,1.0,20180721040150.0,21077.0,,0.0,0.0
321,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-13.5,0.83,13.5,0.83,154.5,0.83,151.5,0.83,154.5,2.0,9449746.0,,0.0,3.0,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,9.0,1~GD,6.0,1.0,20180721040150.0,21077.0,,0.0,0.0
322,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-13.5,0.83,13.5,0.83,154.5,0.83,154.5,0.83,154.5,2.0,9449746.0,,0.0,3.0,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180721040156.0,21077.0,,0.0,0.0
323,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.91,15.5,0.83,154.5,0.83,154.5,0.83,-15.5,2.0,9449746.0,,0.0,3.0,,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180721040156.0,21077.0,,0.0,0.0
324,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.91,15.5,0.77,154.5,0.83,154.5,0.83,15.5,2.0,9449746.0,^,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180721040156.0,21075^11077,,0.0,0.0
325,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.91,15.5,0.77,153.5,0.83,154.5,0.83,153.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,51.0,1.0,20180721040204.0,11077.0,,0.0,0.0
326,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.91,15.5,0.77,153.5,0.83,153.5,0.83,153.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,51.0,1.0,20180721040204.0,11077.0,,0.0,0.0
327,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.77,14.5,0.77,153.5,0.83,153.5,0.83,-14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,51.0,1.0,20180721040204.0,11077.0,,0.0,0.0
328,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.77,14.5,0.91,153.5,0.87,153.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,51.0,1.0,20180721040204.0,11077.0,,0.0,0.0
329,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.77,14.5,0.91,152.5,0.87,153.5,0.8,152.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,51.0,1.0,20180721040204.0,11077.0,,0.0,0.0
330,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.77,14.5,0.91,152.5,0.87,152.5,0.8,152.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,43.0,1.0,20180721040212.0,11077.0,,0.0,0.0
331,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,152.5,0.83,152.5,0.8,152.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,43.0,1.0,20180721040212.0,11077.0,,0.0,0.0
332,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,0.0,20180721040220.0,11077.0,,0.0,0.0
333,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,0.0,20180721040220.0,11077.0,,0.0,0.0
334,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,14.5,0.87,152.5,0.83,152.5,0.83,-15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,0.0,20180721040222.0,11077.0,,0.0,0.0
335,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,152.5,0.83,152.5,0.83,15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,0.0,20180721040222.0,21077.0,,0.0,0.0
336,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,152.5,0.83,152.5,0.83,15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721040246.0,21077.0,,0.0,0.0
337,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,152.5,0.83,151.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721040246.0,21077.0,,0.0,0.0
338,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180721040254.0,21077.0,,0.0,0.0
339,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.83,151.5,0.83,151.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180721040254.0,21077.0,,0.0,0.0
340,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.8,151.5,0.83,151.5,0.83,-14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180721040256.0,11077.0,,0.0,0.0
341,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,151.5,0.8,151.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180721040256.0,11077.0,,0.0,0.0
342,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,14.5,0.87,151.5,0.8,151.5,0.87,-15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,19.0,1.0,20180721040301.0,11077.0,,0.0,0.0
343,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,151.5,0.87,151.5,0.87,15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,19.0,1.0,20180721040301.0,21077.0,,0.0,0.0
344,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,150.5,0.87,151.5,0.8,150.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,17.0,1.0,20180721040303.0,21077.0,,0.0,0.0
345,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.87,15.5,0.8,150.5,0.87,150.5,0.8,150.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,17.0,1.0,20180721040303.0,21094.0,,0.0,0.0
346,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.8,150.5,0.87,150.5,0.8,-14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,17.0,1.0,20180721040303.0,21094.0,,0.0,0.0
347,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,150.5,0.83,150.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,9.0,1.0,20180721040311.0,11077.0,,0.0,0.0
348,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,149.5,0.83,150.5,0.83,149.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,9.0,1.0,20180721040311.0,11077.0,,0.0,0.0
349,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,149.5,0.83,149.5,0.83,149.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,1.0,1.0,20180721040320.0,11077.0,,0.0,0.0
350,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,149.5,0.8,149.5,0.87,149.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,8.0,1~GD,1.0,1.0,20180721040320.0,11077.0,,0.0,0.0
351,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,149.5,0.8,149.5,0.87,149.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,53.0,1.0,20180721040327.0,11077.0,,0.0,0.0
352,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,149.5,0.8,149.5,0.87,149.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,53.0,1.0,20180721040327.0,11095.0,,0.0,0.0
353,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.8,14.5,0.87,148.5,0.83,149.5,0.83,148.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040332.0,11077.0,,0.0,0.0
354,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040332.0,11077.0,,0.0,0.0
355,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040333.0,11077.0,,0.0,0.0
356,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040333.0,11094.0,,0.0,0.0
357,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.83,148.5,0.83,148.5,0.83,-15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040334.0,11094.0,,0.0,0.0
358,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,148.5,0.83,148.5,0.83,15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040334.0,21077.0,,0.0,0.0
359,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.8,148.5,0.83,148.5,0.83,-14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040353.0,21077.0,,0.0,0.0
360,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,0.0,20180721040353.0,11077.0,,0.0,0.0
361,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180721040355.0,11077.0,,0.0,0.0
362,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.8,148.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180721040355.0,11077.0,,0.0,0.0
363,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.8,148.5,0.87,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180721040403.0,11077.0,,0.0,0.0
364,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,147.5,0.87,148.5,0.8,147.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180721040403.0,11077.0,,0.0,0.0
365,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,147.5,0.87,147.5,0.8,147.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,36.0,1.0,20180721040407.0,11077.0,,0.0,0.0
366,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.83,147.5,0.83,147.5,0.83,-15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,36.0,1.0,20180721040407.0,11095.0,,0.0,0.0
367,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,147.5,0.83,147.5,0.83,15.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,28.0,1.0,20180721040415.0,21077.0,,0.0,0.0
368,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,146.5,0.83,147.5,0.83,146.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,28.0,1.0,20180721040415.0,21077.0,,0.0,0.0
369,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,146.5,0.83,146.5,0.83,146.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721040423.0,21077.0,,0.0,0.0
370,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-15.5,0.87,15.5,0.8,146.5,0.83,146.5,0.83,146.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721040423.0,21077.0,,0.0,0.0
371,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.8,146.5,0.83,146.5,0.83,-14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,18.0,1.0,20180721040424.0,21077.0,,0.0,0.0
372,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,146.5,0.83,146.5,0.83,14.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,18.0,26.0,0.0,0.0,1,7.0,1~GD,18.0,1.0,20180721040424.0,11077.0,,0.0,0.0
373,,,ASCACNGUHKMOMPPRTWUSVI,第2节,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,146.5,0.83,148.5,2.0,9449746.0,,0.0,3.0,3.0,4.0,8.0,,1.0,,5.0,0.0,0.0,,100.0,20.0,26.0,0.0,0.0,1,7.0,1~GD,18.0,1.0,20180721040424.0,11077.0,,0.0,0.0
