,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
140,,,,第1节,-7.5,0.83,7.5,0.83,157.5,0.83,159.5,0.83,-7.5,1.0,8804222.0,,14.0,6.0,0.0,1,5.0,GD,28.0,0,,11077.0,,0.0,0.0
141,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,14.0,6.0,0.0,1,5.0,GD,28.0,0,,11077.0,,0.0,0.0
142,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,16.0,6.0,0.0,1,5.0,GD,20.0,0,,11077.0,,0.0,0.0
143,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,16.0,6.0,0.0,1,5.0,GD,20.0,0,,11077.0,,0.0,0.0
144,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,16.0,6.0,0.0,1,5.0,GD,17.0,0,,11077.0,,0.0,0.0
145,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,16.0,6.0,0.0,1,5.0,GD,17.0,0,,11075.0,,0.0,0.0
146,,,,第1节,-7.5,0.83,7.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,57.0,0,,21077.0,,0.0,0.0
147,,,,第1节,-7.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,5.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,57.0,0,,21077.0,,0.0,0.0
148,,,,第1节,-5.5,0.83,5.5,0.83,159.5,0.83,161.5,0.83,-5.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,57.0,0,,21077.0,,0.0,0.0
149,,,,第1节,-5.5,0.83,5.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,57.0,0,,21077.0,,0.0,0.0
150,,,,第1节,-5.5,0.83,5.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,54.0,0,,21077.0,,0.0,1.75
151,,,,第1节,-5.5,0.83,5.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,54.0,0,,21077.0,,0.0,1.75
152,,,,第1节,-5.5,0.83,5.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,42.0,0,,21077.0,,0.0,1.75
153,,,,第1节,-5.5,0.83,5.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,42.0,0,,11086.0,,0.0,1.75
154,,,,第1节,-5.5,0.8,5.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,42.0,0,,21077.0,,0.0,1.75
155,,,,第1节,-5.5,0.8,5.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,40.0,0,,21077.0,,0.0,0.0
156,,,,第1节,-5.5,0.8,5.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,40.0,0,,11077.0,,0.0,0.0
157,,,,第1节,-5.5,0.8,5.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,36.0,0,,11077.0,,0.0,0.0
158,,,,第1节,-5.5,0.83,5.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,9.0,0.0,1,4.0,GD,36.0,0,,11074.0,,0.0,0.0
159,,,,第1节,-5.5,0.83,5.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.0,0.0
160,,,,第1节,-5.5,0.83,4.5,0.83,160.5,0.83,160.5,0.83,4.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.0,0.0
161,,,,第1节,-4.5,0.83,4.5,0.83,160.5,0.83,162.5,0.83,-4.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.0,0.0
162,,,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.0,0.0
163,,,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,161.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.47,0.0
164,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,30.0,0,,21077.0,,0.47,0.0
165,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,26.0,0,,21077.0,,0.47,0.0
166,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,26.0,0,,21077.0,,0.47,0.0
167,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,24.0,0,,21077.0,,0.47,0.0
168,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,24.0,0,,21077.0,,0.47,0.0
169,,,,第1节,-4.5,0.83,4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,29.0,0,,21077.0,,0.47,0.0
170,,,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,29.0,0,,21077.0,,0.47,0.0
171,44.0,5.0,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,29.0,0,,21081.0,,0.47,0.0
172,44.0,5.0,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,29.0,0,,21077.0,,0.47,0.0
173,44.0,5.0,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,16.0,11.0,0.0,1,4.0,GD,29.0,0,,21075.0,,0.47,0.0
174,44.0,5.0,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,29.0,0,,11077.0,,0.47,0.0
175,44.0,5.0,,第1节,-4.5,0.83,4.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.47,0.0
176,44.0,5.0,,第1节,-4.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,6.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.47,0.0
177,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,162.5,0.83,164.5,0.83,-6.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.47,0.0
178,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.47,0.0
179,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,164.5,0.83,163.5,0.83,164.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.0,0.0
180,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,13.0,0,,11077.0,,0.0,0.0
181,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,8.0,0,,11077.0,,0.0,0.0
182,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,8.0,0,,11077.0,,0.0,0.0
183,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,4.0,0,,11077.0,,0.0,0.0
184,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,4.0,0,,11086.0,,0.0,0.0
185,44.0,5.0,,第1节,-6.5,0.83,7.5,0.83,163.5,0.83,163.5,0.83,7.5,1.0,8804222.0,,19.0,11.0,0.0,1,4.0,GD,4.0,0,,21077.0,,0.0,0.0
186,44.0,5.0,,第1节,-7.5,0.83,7.5,0.83,163.5,0.83,163.5,0.83,-7.5,1.0,8804222.0,,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21077.0,,0.0,0.0
187,44.0,5.0,,第1节,-7.5,0.83,7.5,0.83,163.5,0.83,163.5,0.83,-7.5,1.0,8804222.0,,19.0,11.0,0.0,1,3.0,GD,47.0,0,,11086.0,,0.0,0.0
188,44.0,5.0,,第1节,-7.5,0.83,7.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21077.0,,0.0,0.0
189,44.0,5.0,,第1节,-7.5,0.83,7.5,0.8,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,1:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
190,44.0,5.0,,第1节,-7.5,0.87,8.5,0.8,162.5,0.83,162.5,0.83,8.5,1.0,8804222.0,1:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
191,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,162.5,0.83,163.5,0.83,-8.5,1.0,8804222.0,1:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
192,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,1:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
193,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,1:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21079.0,,0.0,0.0
194,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,2:2,19.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
195,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,2:2,20.0,11.0,0.0,1,3.0,GD,47.0,0,,21078.0,,0.0,0.0
196,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,0.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
197,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,1.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
198,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,1.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
199,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,1.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
200,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,1.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
201,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,2:2,20.0,11.0,1.0,1,3.0,GD,47.0,0,,21080.0,,0.0,0.0
202,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,1.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
203,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
204,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
205,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
206,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
207,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,163.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
208,44.0,5.0,,第1节,-8.5,0.8,7.5,0.87,163.5,0.83,163.5,0.83,7.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
209,44.0,5.0,,第1节,-7.5,0.8,7.5,0.8,163.5,0.83,163.5,0.83,-7.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
210,44.0,5.0,,第1节,-7.5,0.87,8.5,0.8,163.5,0.83,163.5,0.83,8.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
211,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,163.5,0.83,162.5,0.83,-8.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
212,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,47.0,0,,11077.0,,0.0,0.0
213,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,31.0,0,,21077.0,,0.0,0.0
214,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,20.0,11.0,0.0,1,3.0,GD,31.0,0,,21074.0,,0.0,0.0
215,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,162.5,0.83,162.5,0.83,162.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,31.0,0,,11077.0,,0.0,0.0
216,44.0,5.0,,第1节,-8.5,0.83,9.5,0.83,162.5,0.83,162.5,0.83,9.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,31.0,0,,11077.0,,0.0,0.0
217,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,162.5,0.83,164.5,0.83,-9.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,31.0,0,,11077.0,,0.0,0.0
218,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,31.0,0,,11077.0,,0.0,0.0
219,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,25.0,0,,11077.0,,0.0,0.0
220,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,25.0,0,,11077.0,,0.0,0.0
221,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,22.0,0,,11077.0,,0.0,0.0
222,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,22.0,0,,11077.0,,0.0,0.0
223,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,15.0,0,,11077.0,,0.0,0.0
224,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,11.0,0.0,1,3.0,GD,15.0,0,,11074.0,,0.0,0.0
225,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
226,44.0,5.0,,第1节,-9.5,0.87,8.5,0.8,164.5,0.83,164.5,0.83,8.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
227,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,164.5,0.83,166.5,0.83,-8.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
228,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,166.5,0.83,166.5,0.83,166.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
229,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,166.5,0.83,165.5,0.83,166.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
230,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,15.0,0,,21077.0,,0.0,0.0
231,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,22.0,13.0,0.0,1,3.0,GD,12.0,0,,21077.0,,0.0,0.0
232,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,12.0,0,,11077.0,,0.0,0.0
233,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,58.0,0,,11077.0,,0.0,0.0
234,44.0,5.0,,第1节,-8.5,0.8,7.5,0.87,165.5,0.83,165.5,0.83,7.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,58.0,0,,11077.0,,0.0,0.0
235,44.0,5.0,,第1节,-7.5,0.8,7.5,0.87,165.5,0.83,164.5,0.83,-7.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,58.0,0,,11077.0,,0.0,0.0
236,44.0,5.0,,第1节,-7.5,0.8,7.5,0.87,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,58.0,0,,11077.0,,0.0,0.0
237,44.0,5.0,,第1节,-7.5,0.8,7.5,0.87,164.5,0.83,164.5,0.83,164.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,53.0,0,,11077.0,,0.0,0.0
238,44.0,5.0,,第1节,-7.5,0.83,5.5,0.83,164.5,0.83,164.5,0.83,5.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,53.0,0,,11077.0,,0.0,0.0
239,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,164.5,0.83,167.5,0.83,-5.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,53.0,0,,11077.0,,0.0,0.0
240,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,53.0,0,,11077.0,,0.0,0.0
241,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,13.0,0.0,1,2.0,GD,53.0,0,,11075.0,,0.0,0.0
242,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,53.0,0,,21077.0,,0.0,0.0
243,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,48.0,0,,21077.0,,0.0,0.0
244,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,48.0,0,,11077.0,,0.0,0.0
245,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
246,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
247,44.0,5.0,,第1节,-5.5,0.83,5.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
248,44.0,5.0,,第1节,-5.5,0.83,3.5,0.83,166.5,0.83,166.5,0.83,3.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
249,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,166.5,0.83,169.5,0.83,-3.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
250,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,34.0,0,,11077.0,,0.0,0.0
251,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,25.0,0,,11077.0,,0.0,0.0
252,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,16.0,0.0,1,2.0,GD,25.0,0,,11075.0,,0.0,0.0
253,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,25.0,0,,21077.0,,0.0,0.0
254,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,25.0,0,,21086.0,,0.0,0.0
255,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11077.0,,0.56,1.3
256,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
257,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
258,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
259,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
260,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
261,44.0,5.0,,第1节,-3.5,0.83,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,1.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
262,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.3
263,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11078.0,,0.56,1.25
264,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11078.0,,0.0,1.25
265,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11078.0,,0.0,1.25
266,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11078.0,,0.0,1.25
267,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:1,22.0,19.0,0.0,1,2.0,GD,25.0,0,,11080.0,,0.0,1.25
268,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,25.0,0,,21077.0,,0.0,0.0
269,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,5.0,0,,11077.0,,0.0,0.0
270,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,5.0,0,,11077.0,,0.0,0.0
271,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,19.0,0.0,1,2.0,GD,5.0,0,,11074.0,,0.56,1.3
272,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,21.0,0.0,1,2.0,GD,5.0,0,,21077.0,,0.56,1.3
