,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,XY
107,44.0,5.0,,第3节,68.5,0.83,-68.5,0.83,146.5,0.8,146.5,0.87,68.5,,,11.0,2,19.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,74.0,0.0,1,1.0,37.0,0,,11077.0,
108,44.0,5.0,,第3节,68.5,0.83,-68.5,0.83,146.5,0.8,146.5,0.87,68.5,,,11.0,2,19.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,74.0,0.0,1,1.0,30.0,0,,11077.0,
109,44.0,5.0,,第3节,68.5,0.83,-68.5,0.83,146.5,0.8,146.5,0.87,68.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,76.0,74.0,0.0,1,1.0,30.0,0,,11074.0,"0.89,0.53"
110,44.0,5.0,,第3节,68.5,0.83,-68.5,0.83,146.5,0.8,146.5,0.87,68.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,30.0,0,,21077.0,
111,44.0,5.0,,第3节,68.5,0.8,-69.5,0.87,146.5,0.8,146.5,0.87,-69.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,30.0,0,,21077.0,
112,44.0,5.0,,第3节,69.5,0.8,-69.5,0.87,146.5,0.8,147.5,0.77,69.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,30.0,0,,21077.0,
113,44.0,5.0,,第3节,69.5,0.8,-69.5,0.87,147.5,0.91,147.5,0.77,147.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,30.0,0,,21077.0,
114,44.0,5.0,,第3节,69.5,0.8,-69.5,0.87,147.5,0.91,147.5,0.77,147.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,1.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,16.0,0,,21077.0,
115,44.0,5.0,,第3节,69.5,0.8,-69.5,0.87,147.5,0.91,147.5,0.77,147.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,16.0,0,,11086.0,
116,44.0,5.0,,第3节,69.5,0.83,-68.5,0.83,147.5,0.91,147.5,0.77,-68.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,16.0,0,,21077.0,
117,44.0,5.0,,第3节,68.5,0.87,-68.5,0.8,147.5,0.77,147.5,0.91,68.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,16.0,0,,21077.0,
118,44.0,5.0,,第3节,68.5,0.87,-68.5,0.8,147.5,0.83,147.5,0.83,68.5,,,11.0,2,20.0,9.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,26.0,76.0,0.0,1,1.0,20.0,0,,21077.0,
119,44.0,5.0,,第3节,68.5,0.87,-68.5,0.8,147.5,0.83,147.5,0.83,68.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,26.0,28.0,0.0,1,1.0,20.0,0,,21074.0,"0.15,0.56"
120,44.0,5.0,,第3节,68.5,0.87,-68.5,0.8,147.5,0.83,147.5,0.83,68.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,20.0,0,,11077.0,
121,44.0,5.0,,第3节,68.5,0.87,-68.5,0.8,147.5,0.83,147.5,0.83,68.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,11077.0,
122,44.0,5.0,,第3节,68.5,0.83,-67.5,0.83,147.5,0.83,147.5,0.83,-67.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,11077.0,
123,44.0,5.0,,第3节,67.5,0.83,-67.5,0.83,147.5,0.83,148.5,0.8,67.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,11077.0,
124,44.0,5.0,,第3节,67.5,0.83,-67.5,0.83,148.5,0.87,148.5,0.8,148.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,11077.0,
125,44.0,5.0,,第3节,67.5,0.83,-67.5,0.83,148.5,0.87,148.5,0.8,148.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,11094.0,"0.65,0.43"
126,44.0,5.0,,第3节,67.5,0.91,-65.5,0.77,148.5,0.87,148.5,0.8,-65.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,21077.0,
127,44.0,5.0,,第3节,65.5,0.91,-65.5,0.77,148.5,0.87,147.5,0.87,65.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,21077.0,
128,44.0,5.0,,第3节,65.5,0.91,-65.5,0.77,147.5,0.8,147.5,0.87,147.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,1.0,11.0,0,,21077.0,
129,44.0,5.0,,第3节,65.5,0.91,-65.5,0.77,147.5,0.8,147.5,0.87,147.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,49.0,0,,21077.0,
130,44.0,5.0,,第3节,65.5,0.91,-65.5,0.77,147.5,0.8,147.5,0.87,147.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,49.0,0,,21095.0,"0.14,0.49"
131,44.0,5.0,,第3节,65.5,0.91,-65.5,0.77,147.5,0.8,147.5,0.87,147.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
132,44.0,5.0,,第3节,65.5,0.83,-66.5,0.83,147.5,0.8,147.5,0.87,-66.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
133,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,147.5,0.8,145.5,0.8,66.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
134,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,145.5,0.87,145.5,0.8,145.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
135,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,145.5,0.87,146.5,0.87,145.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
136,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,146.5,0.8,146.5,0.87,146.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,30.0,0,,11077.0,
137,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,146.5,0.8,146.5,0.87,146.5,,,11.0,2,20.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,76.0,0.0,1,0.0,3.0,0,,11077.0,
138,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,146.5,0.8,146.5,0.87,146.5,,,11.0,2,21.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,78.0,76.0,0.0,1,0.0,3.0,0,,11074.0,"0.87,0.56"
139,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,146.5,0.8,146.5,0.87,146.5,,,11.0,2,21.0,10.0,3.0,2,5,2.0,2.0,1.0,42.9,33.3,28.0,78.0,0.0,1,0.0,3.0,0,,21077.0,
140,44.0,5.0,,第3节,66.5,0.83,-66.5,0.83,146.5,0.83,146.5,0.83,146.5,,3.0,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,0.0,0.0,0,,1082.0,
141,44.0,5.0,,第4节,66.5,0.83,-66.5,0.83,146.5,0.83,146.5,0.83,146.5,,3.0,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,0.0,0.0,0,,1082.0,
142,44.0,5.0,第4节,第4节,66.5,0.83,-66.5,0.83,146.5,0.83,146.5,0.83,146.5,,3.0,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,10.0,0.0,0,,1082.0,
143,44.0,5.0,第4节,第4节,66.5,0.77,-67.5,0.91,146.5,0.83,146.5,0.83,-67.5,,3.0,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,10.0,0.0,0,,1082.0,
144,44.0,5.0,第4节,第4节,67.5,0.77,-67.5,0.91,146.5,0.8,146.5,0.87,67.5,4.0,,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,10.0,0.0,0,,1090.0,
145,44.0,5.0,第4节,第4节,67.5,0.77,-67.5,0.91,146.5,0.8,146.5,0.87,67.5,4.0,,11.0,2,21.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,78.0,0.0,1,9.0,39.0,0,,11077.0,
146,44.0,5.0,第4节,第4节,67.5,0.77,-67.5,0.91,146.5,0.8,146.5,0.87,67.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,80.0,78.0,0.0,1,9.0,39.0,0,,11074.0,"0.85,0.52"
147,44.0,5.0,第4节,第4节,67.5,0.77,-67.5,0.91,146.5,0.8,146.5,0.87,67.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,39.0,0,,21077.0,
148,44.0,5.0,第4节,第4节,67.5,0.83,-68.5,0.83,146.5,0.8,146.5,0.87,-68.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,39.0,0,,21077.0,
149,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,146.5,0.87,146.5,0.8,68.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,19.0,0,,21077.0,
150,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,146.5,0.87,146.5,0.8,68.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,19.0,0,,21095.0,"0.11,0.31"
151,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,145.5,0.83,145.5,0.83,145.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,19.0,0,,11077.0,
152,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,145.5,0.83,145.5,0.83,145.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,0.0,0,,11077.0,
153,44.0,5.0,第4节,第4节,68.5,0.77,-70.5,0.91,145.5,0.83,145.5,0.83,-70.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,0.0,0,,11077.0,
154,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,145.5,0.83,147.5,0.87,70.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,0.0,0,,11077.0,
155,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,147.5,0.8,147.5,0.87,147.5,4.0,,11.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,80.0,0.0,1,9.0,0.0,0,,11077.0,
156,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,147.5,0.8,147.5,0.87,147.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,83.0,80.0,0.0,1,9.0,0.0,0,,11075.0,"0.73,0.86"
157,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,147.5,0.8,147.5,0.87,147.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,9.0,0.0,0,,21077.0,
158,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,147.5,0.8,147.5,0.87,147.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,9.0,0.0,0,,21095.0,"0.15,0.67"
159,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,147.5,0.8,147.5,0.87,147.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,42.0,0,,11077.0,
160,44.0,5.0,第4节,第4节,70.5,0.91,-69.5,0.77,147.5,0.8,147.5,0.87,-69.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,42.0,0,,11077.0,
161,44.0,5.0,第4节,第4节,69.5,0.91,-69.5,0.77,147.5,0.8,145.5,0.77,69.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,42.0,0,,11077.0,
162,44.0,5.0,第4节,第4节,69.5,0.91,-69.5,0.77,145.5,0.91,145.5,0.77,145.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,42.0,0,,11077.0,
163,44.0,5.0,第4节,第4节,69.5,0.91,-69.5,0.77,145.5,0.91,145.5,0.77,145.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,11077.0,
164,44.0,5.0,第4节,第4节,69.5,0.91,-69.5,0.77,145.5,0.91,145.5,0.77,145.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,11095.0,"0.83,0.57"
165,44.0,5.0,第4节,第4节,69.5,0.91,-68.5,0.77,145.5,0.91,145.5,0.77,-68.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,21077.0,
166,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.77,145.5,0.91,144.5,0.8,68.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,21077.0,
167,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.77,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,21077.0,
168,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.77,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,26.0,0,,21094.0,"0.26,0.23"
169,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.77,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,11.0,0,,11077.0,
170,44.0,5.0,第4节,第4节,68.5,0.8,-69.5,0.87,144.5,0.87,144.5,0.8,-69.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,11.0,0,,11077.0,
171,44.0,5.0,第4节,第4节,69.5,0.8,-69.5,0.87,144.5,0.87,143.5,0.83,69.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,11.0,0,,11077.0,
172,44.0,5.0,第4节,第4节,69.5,0.8,-69.5,0.87,143.5,0.83,143.5,0.83,143.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,11.0,0,,11077.0,
173,44.0,5.0,第4节,第4节,69.5,0.8,-69.5,0.87,143.5,0.83,143.5,0.83,143.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,8.0,11.0,0,,11094.0,"0.67,0.40"
174,44.0,5.0,第4节,第4节,69.5,0.8,-69.5,0.87,143.5,0.83,143.5,0.83,143.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,7.0,52.0,0,,21077.0,
175,44.0,5.0,第4节,第4节,69.5,0.91,-67.5,0.77,143.5,0.83,143.5,0.83,-67.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,7.0,52.0,0,,21077.0,
176,44.0,5.0,第4节,第4节,67.5,0.91,-67.5,0.77,143.5,0.83,142.5,0.87,67.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,7.0,52.0,0,,21077.0,
177,44.0,5.0,第4节,第4节,67.5,0.91,-67.5,0.77,142.5,0.8,142.5,0.87,142.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,83.0,0.0,1,7.0,52.0,0,,21077.0,
178,44.0,5.0,第4节,第4节,67.5,0.91,-67.5,0.77,142.5,0.8,142.5,0.87,142.5,4.0,,12.0,2,22.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,85.0,83.0,0.0,1,7.0,52.0,0,,11077.0,
179,44.0,5.0,第4节,第4节,67.5,0.91,-67.5,0.77,142.5,0.8,142.5,0.87,142.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,85.0,83.0,0.0,1,7.0,52.0,0,,11074.0,"0.85,0.53"
180,44.0,5.0,第4节,第4节,67.5,0.91,-67.5,0.77,142.5,0.8,142.5,0.87,142.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,52.0,0,,21077.0,
181,44.0,5.0,第4节,第4节,67.5,0.87,-68.5,0.8,142.5,0.8,142.5,0.87,-68.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,52.0,0,,21077.0,
182,44.0,5.0,第4节,第4节,68.5,0.87,-68.5,0.8,142.5,0.8,142.5,0.87,68.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,49.0,0,,21077.0,
183,44.0,5.0,第4节,第4节,68.5,0.87,-69.5,0.8,142.5,0.8,142.5,0.87,-69.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,49.0,0,,21077.0,
184,44.0,5.0,第4节,第4节,69.5,0.87,-69.5,0.8,142.5,0.8,144.5,0.87,69.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,49.0,0,,21077.0,
185,44.0,5.0,第4节,第4节,69.5,0.87,-69.5,0.8,144.5,0.8,144.5,0.87,144.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,49.0,0,,21077.0,
186,44.0,5.0,第4节,第4节,69.5,0.87,-69.5,0.8,144.5,0.8,144.5,0.87,144.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,21077.0,
187,44.0,5.0,第4节,第4节,69.5,0.87,-69.5,0.8,144.5,0.8,144.5,0.87,144.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,21095.0,"0.13,0.59"
188,44.0,5.0,第4节,第4节,69.5,0.77,-70.5,0.91,144.5,0.8,144.5,0.87,-70.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,11077.0,
189,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,144.5,0.8,142.5,0.83,70.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,11077.0,
190,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,11077.0,
191,44.0,5.0,第4节,第4节,70.5,0.77,-70.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,21077.0,
192,44.0,5.0,第4节,第4节,70.5,0.77,-69.5,0.91,142.5,0.83,142.5,0.83,-69.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,27.0,0,,21077.0,
193,44.0,5.0,第4节,第4节,69.5,0.77,-69.5,0.91,142.5,0.83,142.5,0.83,69.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,26.0,0,,21077.0,
194,44.0,5.0,第4节,第4节,69.5,0.77,-68.5,0.91,142.5,0.83,142.5,0.83,-68.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,26.0,0,,21077.0,
195,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,142.5,0.83,144.5,0.8,68.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,26.0,0,,21077.0,
196,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,23.0,10.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,85.0,0.0,1,7.0,26.0,0,,21077.0,
197,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,28.0,30.0,0.0,1,7.0,26.0,0,,21074.0,"0.13,0.59"
198,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,26.0,0,,11077.0,
199,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.87,144.5,0.8,144.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,25.0,0,,11077.0,
200,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,25.0,0,,11095.0,"0.75,0.53"
201,44.0,5.0,第4节,第4节,68.5,0.77,-68.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,21077.0,
202,44.0,5.0,第4节,第4节,68.5,0.87,-66.5,0.8,144.5,0.83,144.5,0.83,-66.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,21077.0,
203,44.0,5.0,第4节,第4节,66.5,0.87,-66.5,0.8,144.5,0.83,143.5,0.8,66.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,21077.0,
204,44.0,5.0,第4节,第4节,66.5,0.87,-66.5,0.8,143.5,0.87,143.5,0.8,143.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,21077.0,
205,44.0,5.0,第4节,第4节,66.5,0.87,-66.5,0.8,143.5,0.87,143.5,0.8,143.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,11077.0,
206,44.0,5.0,第4节,第4节,66.5,0.87,-67.5,0.8,143.5,0.87,143.5,0.8,-67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,11077.0,
207,44.0,5.0,第4节,第4节,67.5,0.87,-67.5,0.8,143.5,0.87,143.5,0.8,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,11095.0,"0.75,0.53"
208,44.0,5.0,第4节,第4节,67.5,0.83,-66.5,0.83,143.5,0.87,143.5,0.8,-66.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,12.0,0,,21077.0,
209,44.0,5.0,第4节,第4节,66.5,0.83,-66.5,0.83,143.5,0.8,143.5,0.87,66.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,6.0,0,,21077.0,
210,44.0,5.0,第4节,第4节,66.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,-67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,6.0,0,,11077.0,
