,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
511,第4节,第4节,-29.5,1.0,29.5,0.71,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,6.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,17.0,0,,11086.0,0.0,0.0
512,第4节,第4节,-29.5,1.0,29.5,0.71,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,6.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,17.0,0,,21077.0,0.0,0.0
513,第4节,第4节,-29.5,0.83,29.5,0.83,164.5,0.71,164.5,1.0,-29.5,4.0,1:2,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,6.0,3.0,61.1,77.8,91.0,92.0,1.0,1,1.0,17.0,0,,21078.0,0.0,0.0
514,第4节,第4节,-29.5,0.83,29.5,0.83,164.5,0.71,164.5,1.0,-29.5,4.0,1:2,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,78.6,91.0,92.0,1.0,1,1.0,17.0,0,,21079.0,0.0,0.0
515,第4节,第4节,-29.5,0.83,29.5,0.83,164.5,0.71,164.5,1.0,-29.5,4.0,2:2,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,78.6,92.0,63.0,1.0,1,1.0,17.0,0,,21078.0,0.0,0.0
516,第4节,第4节,-29.5,0.77,29.5,0.91,164.5,0.71,164.5,1.0,-29.5,4.0,2:2,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,63.0,1.0,1,1.0,15.0,0,,21080.0,0.0,0.0
517,第4节,第4节,-29.5,1.0,30.5,0.71,164.5,0.71,164.5,1.0,30.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,63.0,1.0,1,1.0,15.0,0,,21077.0,0.0,0.0
518,第4节,第4节,-30.5,1.0,30.5,0.71,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,63.0,1.0,1,1.0,14.0,0,,21077.0,0.0,0.0
519,第4节,第4节,-30.5,0.66,28.5,1.1,164.5,0.71,164.5,1.0,28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,63.0,1.0,1,1.0,14.0,0,,11077.0,0.0,0.0
520,第4节,第4节,-28.5,0.66,28.5,1.1,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,63.0,1.0,1,1.0,9.0,0,,11077.0,0.0,0.0
521,第4节,第4节,-28.5,0.66,28.5,1.1,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,65.0,63.0,1.0,1,1.0,9.0,0,,11074.0,0.0,0.0
522,第4节,第4节,-28.5,0.66,28.5,1.1,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,65.0,1.0,1,0.0,58.0,0,,21077.0,0.0,0.0
523,第4节,第4节,-28.5,0.71,27.5,1.0,164.5,0.71,164.5,1.0,27.5,4.0,,1.0,4,4.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,65.0,1.0,1,0.0,58.0,0,,21077.0,0.0,0.0
524,第4节,第4节,-27.5,0.71,27.5,1.0,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,4.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,65.0,1.0,1,0.0,37.0,0,,21077.0,0.0,0.0
525,第4节,第4节,-27.5,0.71,27.5,1.0,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,92.0,95.0,1.0,1,0.0,37.0,0,,21075.0,0.0,0.0
526,第4节,第4节,-27.5,0.71,27.5,1.0,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,37.0,0,,11077.0,0.0,0.0
527,第4节,第4节,-27.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,37.0,0,,11077.0,0.0,0.0
528,第4节,第4节,-29.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,35.0,0,,11077.0,0.0,0.0
529,第4节,第4节,-29.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,35.0,0,,11077.0,0.0,0.0
530,第4节,第4节,-29.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,21.0,0,,11077.0,0.0,0.0
531,第4节,第4节,-29.5,0.71,30.5,1.0,164.5,0.71,164.5,1.0,30.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,21.0,0,,11077.0,0.0,0.0
532,第4节,第4节,-30.5,0.71,30.5,1.0,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,19.0,0,,21077.0,0.0,0.0
533,第4节,第4节,-30.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,19.0,0,,21077.0,0.0,0.0
534,第4节,第4节,-29.5,0.71,29.5,1.0,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,18.0,0,,11077.0,0.0,0.0
535,第4节,第4节,-29.5,0.71,30.5,1.0,164.5,0.71,164.5,1.0,30.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,18.0,0,,21077.0,0.0,0.0
536,第4节,第4节,-30.5,0.71,30.5,1.0,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,0.0,0,,21077.0,0.0,0.0
537,第4节,第4节,-30.5,0.71,30.5,1.0,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,5.0,21.0,30.0,11.0,22.0,4,4,6.0,3.0,61.1,75.9,95.0,65.0,1.0,1,0.0,0.0,0,,1084.0,0.0,0.0
