,ED,PG,S1_a,S1_h,S2,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
192,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
193,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
194,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
195,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
196,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
197,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
198,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
199,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
200,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
201,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
202,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
203,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
204,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
205,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
206,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
207,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
208,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
209,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
210,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
211,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
212,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
213,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
214,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
215,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
216,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
217,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
218,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
219,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
220,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
221,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
222,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
223,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
224,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
225,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
226,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
227,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
228,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
229,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
230,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
231,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
232,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
233,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
234,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
235,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
236,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
237,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
238,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
239,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
240,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
241,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
242,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
243,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
244,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
245,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
246,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
247,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
248,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
249,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
250,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
251,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
252,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
253,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
254,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
255,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
256,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
257,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
258,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
259,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
260,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
261,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
262,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
263,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
264,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
265,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
266,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
267,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
268,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
269,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
270,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
271,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
272,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
273,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
274,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
275,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
276,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
277,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
278,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
279,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
280,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
281,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
282,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
283,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
284,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
285,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
286,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
287,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
288,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
289,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
290,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
291,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
292,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
293,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
294,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
295,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
296,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
297,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
298,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
299,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
300,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
301,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
302,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
303,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
304,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
305,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
306,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
307,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
308,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
309,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
310,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
311,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
312,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
313,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
314,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
315,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
316,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
317,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
318,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
319,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
320,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
321,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
322,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
323,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
324,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
325,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
326,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
327,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
328,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
329,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
330,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
331,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
332,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
333,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
334,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
335,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
336,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
337,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
338,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
339,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
340,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
341,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
342,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
343,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
344,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
345,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
346,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
347,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
348,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
349,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
350,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
351,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
352,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
353,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
354,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
355,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
356,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
357,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
358,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
359,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
360,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
361,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
362,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
363,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
364,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
365,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
366,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
367,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
368,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
369,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
370,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
371,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
372,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
373,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
374,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
375,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
376,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
377,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
378,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
379,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
380,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
381,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
382,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
383,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
384,,,6,7,25.0,14,24,18,14,-1,3,2,4,85.7,87.5,85.0,64,85,0,1,0,0.0,0.0,20180919184422.0,1084.0
