,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
116,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
117,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
118,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
119,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
120,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
121,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
122,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
123,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
124,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
125,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
126,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
127,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
128,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
129,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
130,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
131,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
132,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
133,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
134,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
135,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
136,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
137,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
138,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
139,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
140,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
141,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
142,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
143,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
144,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
145,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
146,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
147,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
148,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
149,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
150,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
151,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
152,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
153,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
154,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
155,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
156,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
157,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
158,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
159,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
160,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
161,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
162,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
163,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
164,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
165,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
166,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
167,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
168,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
169,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
170,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
171,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
172,,,4.0,-9.5,0.0,9.5,0.0,1.0,2:2^,10,5,26.0,17,25,11.0,8,15,3.0,0,4,8.0,7,6,57.9,53.3,78.9,75.0,75,84,0,1,0.0,0.0,0.0,20180919185115.0,1084.0
