,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
535,第4节,第4节,14.5,0.0,-14.5,1.25,179.5,0.83,179.5,0.83,14.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,9.0,6.0,71.4,53.1,85.0,86.0,1.0,1,0.0,2.0,0,,21078.0
536,第4节,第4节,14.5,0.0,-14.5,1.25,179.5,0.83,179.5,0.83,14.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,54.5,85.0,86.0,1.0,1,0.0,2.0,0,,21079.0
537,第4节,第4节,14.5,1.7,-13.5,0.0,179.5,0.83,179.5,0.83,-13.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,54.5,85.0,86.0,1.0,1,0.0,2.0,0,,21078.0
538,第4节,第4节,13.5,1.7,-13.5,0.0,179.5,0.83,179.5,0.83,13.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,54.5,86.0,100.0,1.0,1,0.0,2.0,0,,21078.0
539,第4节,第4节,13.5,1.75,-14.5,0.0,179.5,0.83,179.5,0.83,-14.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,1,0.0,2.0,0,,21080.0
540,第4节,第4节,14.5,0.0,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,1,0.0,2.0,0,,11077.0
541,第4节,第4节,14.5,0.0,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,1,0.0,0.0,0,,1084.0
542,第4节,第4节,14.5,0.0,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,0.0,0.0,0.0,0,,1084.0
543,第4节,第4节,14.5,0.0,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,0.0,0.0,0.0,0,,1084.0
544,第4节,第4节,14.5,0.0,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,18.0,5,1,9.0,6.0,71.4,52.9,86.0,100.0,1.0,0.0,0.0,0.0,0,,1084.0
