,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
408,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.91,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11077.0
409,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11077.0
410,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11074.0
411,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11074.0
412,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,29.0,1.0,20180525130932.0,11074.0
413,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,29.0,1.0,20180525130932.0,11074.0
414,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,29.0,1.0,20180525130932.0,21077.0
415,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,29.0,1.0,20180525130932.0,21077.0
416,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,21.0,1.0,20180525130940.0,21077.0
417,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,21.0,1.0,20180525130940.0,21077.0
418,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,13.0,1.0,20180525130949.0,21077.0
419,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,13.0,1.0,20180525130949.0,21077.0
420,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,9.0,1.0,20180525130953.0,21077.0
421,,,第3节,第3节,-31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-31.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,9.0,1.0,20180525130953.0,21077.0
422,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,9.0,1.0,20180525130953.0,21075.0
423,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.83,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,7.0,1.0,20180525130955.0,21075.0
424,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,7.0,1.0,20180525130955.0,21075.0
425,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,7.0,1.0,20180525130955.0,11077.0
426,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.77,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,3.0,7.0,1.0,20180525130955.0,11077.0
427,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.91,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,59.0,1.0,20180525131003.0,11077.0
428,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,59.0,1.0,20180525131003.0,11077.0
429,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,55.0,1.0,20180525131007.0,11077.0
430,,,第3节,第3节,-31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-31.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,55.0,1.0,20180525131007.0,11077.0
431,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,55.0,1.0,20180525131007.0,21077.0
432,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,47.0,1.0,20180525131015.0,21077.0
433,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.91,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,47.0,1.0,20180525131015.0,21077.0
434,,,第3节,第3节,31.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,31.5,3.0,0.77,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,46.0,1.0,20180525131015.0,21077.0
435,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.77,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,46.0,1.0,20180525131015.0,21077.0
436,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.87,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,46.0,1.0,20180525131015.0,11077.0
437,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,46.0,1.0,20180525131015.0,11077.0
438,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131019.0,11077.0
439,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131019.0,11077.0
440,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131021.0,11077.0
441,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.77,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131021.0,21086.0
442,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.91,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131023.0,21086.0
443,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.8,,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131023.0,21086.0
444,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.87,1:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131023.0,11078.0
445,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,1:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131051.0,11078.0
446,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,1:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131051.0,11078.0
447,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.83,1:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131051.0,11078.0
448,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.83,1:2^2:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,55.6,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131051.0,11080^11078
449,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.91,1:2^2:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,55.6,60.0,37.0,59,37.0,0.0,1,2.0,42.0,0.0,20180525131051.0,11080^11078
450,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.77,1:2^2:2,1.0,,3,9.0,7,10.0,6,,3,1.0,6,55.6,60.0,38.0,59,38.0,0.0,1,2.0,42.0,0.0,20180525131101.0,11080^11078
451,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.87,2:2,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,42.0,0.0,20180525131101.0,11079.0
452,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.8,2:2,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,42.0,1.0,20180525131105.0,11079.0
453,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.8,2:2,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,42.0,1.0,20180525131105.0,11079.0
454,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,42.0,1.0,20180525131105.0,21077.0
455,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,34.0,1.0,20180525131113.0,21077.0
456,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.77,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,34.0,1.0,20180525131113.0,21077.0
457,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.91,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,34.0,1.0,20180525131113.0,21077.0
458,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,34.0,1.0,20180525131113.0,21077.0
459,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,26.0,1.0,20180525131121.0,21077.0
460,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,26.0,1.0,20180525131121.0,21077.0
461,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,26.0,1.0,20180525131121.0,21077.0
462,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,26.0,1.0,20180525131121.0,21077.0
463,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,0.0,20180525131129.0,21077.0
464,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,0.0,20180525131129.0,21077.0
465,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,0.0,20180525131136.0,21077.0
466,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,0.0,20180525131136.0,21077.0
467,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,1.0,20180525131145.0,21077.0
468,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,18.0,1.0,20180525131145.0,21077.0
469,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,10.0,1.0,20180525131153.0,21077.0
470,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,10.0,1.0,20180525131153.0,21077.0
471,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,2.0,1.0,20180525131202.0,21077.0
472,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,2.0,1.0,20180525131202.0,21077.0
473,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,2.0,1.0,20180525131202.0,21077.0
474,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.91,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,38.0,59,38.0,0.0,1,2.0,2.0,1.0,20180525131202.0,21077.0
475,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.77,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,56.0,1.0,20180525131207.0,21077.0
476,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.77,,1.0,,3,9.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,56.0,1.0,20180525131207.0,21077.0
477,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,56.0,1.0,20180525131207.0,11074.0
478,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,54.0,1.0,20180525131209.0,11074.0
479,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,54.0,1.0,20180525131209.0,21077.0
480,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,47.0,1.0,20180525131214.0,21077.0
481,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,47.0,1.0,20180525131214.0,21077.0
482,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,39.0,1.0,20180525131222.0,21077.0
483,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,39.0,1.0,20180525131222.0,21077.0
484,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,31.0,1.0,20180525131230.0,21077.0
485,,,第3节,第3节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,31.0,1.0,20180525131230.0,21077.0
486,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,31.0,1.0,20180525131230.0,11077.0
487,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,31.0,1.0,20180525131230.0,11077.0
488,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,23.0,1.0,20180525131238.0,11077.0
489,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.77,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,23.0,1.0,20180525131238.0,11077.0
490,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.91,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,15.0,1.0,20180525131246.0,11077.0
491,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,15.0,1.0,20180525131246.0,11077.0
492,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,15.0,1.0,20180525131246.0,11077.0
493,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,15.0,1.0,20180525131246.0,11077.0
494,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,7.0,1.0,20180525131254.0,11077.0
495,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,7.0,1.0,20180525131254.0,11077.0
496,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,5.0,1.0,20180525131256.0,11077.0
497,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,5.0,1.0,20180525131256.0,21077.0
498,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,5.0,1.0,20180525131256.0,21077.0
499,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,1.0,5.0,1.0,20180525131256.0,21077.0
500,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,57.0,1.0,20180525131304.0,21077.0
501,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.91,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,57.0,1.0,20180525131304.0,21077.0
502,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.77,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,57.0,1.0,20180525131304.0,21077.0
503,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,57.0,1.0,20180525131304.0,21077.0
504,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,54.0,1.0,20180525131307.0,21077.0
505,,,第3节,第3节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,3.0,0.83,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,40.0,59,40.0,0.0,1,0.0,54.0,1.0,20180525131307.0,11077.0
506,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.8,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,46.0,1.0,20180525131314.0,11077.0
