,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
374,44.0,5.0,第3节,第3节,-42.5,0.91,43.5,0.77,130.5,0.83,130.5,0.83,43.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,1.0,20180622074217.0,11077.0
375,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,130.5,0.83,128.5,0.83,-43.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,1.0,20180622074217.0,11077.0
376,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,1.0,20180622074217.0,11077.0
377,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,55.0,1.0,20180622074217.0,11077.0
378,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,55.0,0.0,20180622074239.0,21077.0
379,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,33.0,0.0,20180622074239.0,21077.0
380,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,33.0,1.0,20180622074243.0,21077.0
381,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,33.0,1.0,20180622074243.0,11077.0
382,44.0,5.0,第3节,第3节,-43.5,0.91,43.5,0.77,128.5,0.83,128.5,0.83,128.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,32.0,1.0,20180622074244.0,11077.0
383,44.0,5.0,第3节,第3节,-43.5,0.8,41.5,0.87,128.5,0.83,128.5,0.83,41.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,32.0,1.0,20180622074244.0,11077.0
384,44.0,5.0,第3节,第3节,-41.5,0.8,41.5,0.87,128.5,0.83,127.5,0.83,-41.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,32.0,1.0,20180622074244.0,11077.0
385,44.0,5.0,第3节,第3节,-41.5,0.8,41.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,32.0,1.0,20180622074244.0,11077.0
386,44.0,5.0,第3节,第3节,-41.5,0.8,41.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11077.0
387,44.0,5.0,第3节,第3节,-41.5,0.8,41.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,1.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,21086.0
388,44.0,5.0,第3节,第3节,-41.5,0.83,41.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,1.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11077.0
389,44.0,5.0,第3节,第3节,-41.5,0.87,41.5,0.8,125.5,0.83,126.5,0.83,125.5,3.0,1:2,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,1.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
390,44.0,5.0,第3节,第3节,-41.5,0.87,41.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,1:2,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,1.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
391,44.0,5.0,第3节,第3节,-41.5,0.87,41.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,1:2,0.0,6.0,10.0,14.0,2.0,5.0,3.0,5,0.0,1.0,25.0,50.0,22.0,21.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11079.0
392,44.0,5.0,第3节,第3节,-41.5,0.87,41.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,2:2,0.0,6.0,10.0,14.0,2.0,5.0,3.0,5,0.0,1.0,25.0,50.0,51.0,22.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
393,44.0,5.0,第3节,第3节,-41.5,0.8,40.5,0.87,126.5,0.83,126.5,0.83,40.5,3.0,2:2,0.0,6.0,10.0,14.0,2.0,5.0,3.0,5,0.0,1.0,25.0,50.0,51.0,22.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
394,44.0,5.0,第3节,第3节,-40.5,0.8,40.5,0.87,126.5,0.83,127.5,0.83,-40.5,3.0,2:2,0.0,6.0,10.0,14.0,2.0,5.0,3.0,5,0.0,1.0,25.0,50.0,51.0,22.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
395,44.0,5.0,第3节,第3节,-40.5,0.8,40.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,2:2,0.0,6.0,10.0,14.0,2.0,5.0,3.0,5,0.0,1.0,25.0,50.0,51.0,22.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11078.0
396,44.0,5.0,第3节,第3节,-40.5,0.8,40.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,2:2,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,23.0,22.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,11079.0
397,44.0,5.0,第3节,第3节,-40.5,0.8,40.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,6.0,3.0,0.0,20180622074313.0,21077.0
398,44.0,5.0,第3节,第3节,-40.5,0.83,40.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,0.0,6.0,3.0,0.0,20180622074313.0,21077.0
399,44.0,5.0,第3节,第3节,-40.5,0.83,40.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,0.0,6.0,2.0,1.0,20180622074348.0,21077.0
400,44.0,5.0,第3节,第3节,-40.5,0.83,40.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,6.0,2.0,1.0,20180622074348.0,21077.0
401,44.0,5.0,第3节,第3节,-40.5,0.83,40.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074408.0,11077.0
402,44.0,5.0,第3节,第3节,-40.5,0.87,39.5,0.8,127.5,0.83,127.5,0.83,39.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074408.0,11077.0
403,44.0,5.0,第3节,第3节,-39.5,0.87,39.5,0.8,127.5,0.83,126.5,0.83,-39.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074408.0,11077.0
404,44.0,5.0,第3节,第3节,-39.5,0.87,39.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074408.0,11077.0
405,44.0,5.0,第3节,第3节,-39.5,0.87,39.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,,0.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074409.0,11077.0
406,44.0,5.0,第3节,第3节,-39.5,0.87,39.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,26.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074409.0,11075.0
407,44.0,5.0,第3节,第3节,-39.5,0.83,37.5,0.83,126.5,0.83,126.5,0.83,37.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,26.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074409.0,21077.0
408,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,126.5,0.83,129.5,0.83,-37.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,26.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074409.0,21077.0
409,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,26.0,23.0,0.0,1.0,5.0,41.0,1.0,20180622074409.0,21077.0
410,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,31.0,1.0,20180622074419.0,21077.0
411,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,31.0,1.0,20180622074419.0,21077.0
412,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,30.0,1.0,20180622074420.0,21077.0
413,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,30.0,1.0,20180622074420.0,21077.0
414,44.0,5.0,第3节,第3节,-37.5,0.83,37.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074439.0,21077.0
415,44.0,5.0,第3节,第3节,-37.5,0.91,36.5,0.77,129.5,0.83,129.5,0.83,36.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074439.0,11077.0
416,44.0,5.0,第3节,第3节,-36.5,0.91,36.5,0.77,129.5,0.83,127.5,0.83,-36.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074439.0,11077.0
417,44.0,5.0,第3节,第3节,-36.5,0.91,36.5,0.77,127.5,0.83,127.5,0.83,127.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074439.0,11077.0
418,44.0,5.0,第3节,第3节,-36.5,0.91,36.5,0.77,127.5,0.83,127.5,0.83,127.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074440.0,11077.0
419,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,5.0,10.0,1.0,20180622074440.0,11077.0
420,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,56.0,1.0,20180622074453.0,11077.0
421,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,56.0,0.0,20180622074453.0,21077.0
422,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,48.0,0.0,20180622074502.0,21077.0
423,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,48.0,1.0,20180622074502.0,21077.0
424,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,48.0,1.0,20180622074514.0,21077.0
425,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,48.0,1.0,20180622074514.0,21077.0
426,44.0,5.0,第3节,第3节,-36.5,0.8,36.5,0.87,126.5,0.83,126.5,0.83,126.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,47.0,1.0,20180622074515.0,21077.0
427,44.0,5.0,第3节,第3节,-36.5,0.83,35.5,0.83,126.5,0.83,126.5,0.83,35.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,47.0,1.0,20180622074515.0,21077.0
428,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,126.5,0.83,125.5,0.83,-35.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,47.0,1.0,20180622074515.0,21077.0
429,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,47.0,1.0,20180622074515.0,21077.0
430,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,1.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,26.0,0.0,1.0,4.0,31.0,1.0,20180622074531.0,11077.0
431,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,29.0,26.0,0.0,1.0,4.0,31.0,1.0,20180622074531.0,11075.0
432,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,31.0,1.0,20180622074531.0,21077.0
433,44.0,5.0,第3节,第3节,-35.5,0.83,35.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,26.0,1.0,20180622074537.0,21077.0
434,44.0,5.0,第3节,第3节,-35.5,0.8,33.5,0.87,125.5,0.83,125.5,0.83,33.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,26.0,1.0,20180622074537.0,21077.0
435,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,125.5,0.83,128.5,0.83,-33.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,26.0,1.0,20180622074537.0,21077.0
436,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,26.0,1.0,20180622074537.0,21077.0
437,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,25.0,1.0,20180622074539.0,21077.0
438,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,25.0,0.0,20180622074539.0,21077.0
439,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,0.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21077.0
440,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,11086.0
441,44.0,5.0,第3节,第3节,-33.5,0.83,33.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21077.0
442,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,127.5,0.83,128.5,0.83,127.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21077.0
443,44.0,5.0,第3节,第3节,-33.5,0.8,33.5,0.87,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21077.0
444,44.0,5.0,第3节,第3节,-33.5,0.87,33.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,1:2,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,50.0,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21078.0
445,44.0,5.0,第3节,第3节,-33.5,0.87,33.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,1:2,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,45.5,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21080.0
446,44.0,5.0,第3节,第3节,-33.5,0.83,32.5,0.83,128.5,0.83,128.5,0.83,32.5,3.0,2:2,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,45.5,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21078.0
447,44.0,5.0,第3节,第3节,-32.5,0.83,32.5,0.83,128.5,0.83,127.5,0.83,-32.5,3.0,2:2,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21080.0
448,44.0,5.0,第3节,第3节,-32.5,0.83,32.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,2:2,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,21080.0
449,44.0,5.0,第3节,第3节,-32.5,0.83,32.5,0.83,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,11077.0
450,44.0,5.0,第3节,第3节,-32.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,31.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,0.0,20180622074549.0,11077.0
451,44.0,5.0,第3节,第3节,-31.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,-31.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,1.0,20180622074629.0,11077.0
452,44.0,5.0,第3节,第3节,-31.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,-31.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,4.0,13.0,1.0,20180622074629.0,11077.0
453,44.0,5.0,第3节,第3节,-31.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,-31.5,3.0,,2.0,6.0,10.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,29.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,11077.0
454,44.0,5.0,第3节,第3节,-31.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,-31.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,31.0,29.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,11074.0
455,44.0,5.0,第3节,第3节,-31.5,0.83,31.5,0.83,127.5,0.83,127.5,0.83,-31.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,21077.0
456,44.0,5.0,第3节,第3节,-31.5,0.83,30.5,0.83,127.5,0.83,127.5,0.83,30.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,21077.0
457,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,127.5,0.83,128.5,0.83,-30.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,21077.0
458,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074649.0,21077.0
459,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,128.5,0.83,128.5,0.83,128.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074652.0,21077.0
460,44.0,5.0,第3节,第3节,-30.5,0.87,29.5,0.8,128.5,0.83,128.5,0.83,29.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074652.0,11077.0
461,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,128.5,0.83,127.5,0.83,-29.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074652.0,11077.0
462,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,50.0,1.0,20180622074652.0,11077.0
463,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,33.0,1.0,20180622074706.0,11077.0
464,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,33.0,1.0,20180622074706.0,11077.0
465,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,127.5,0.83,127.5,0.83,127.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,33.0,1.0,20180622074708.0,11077.0
466,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,33.0,1.0,20180622074708.0,21077.0
